Country,City,State,Depot,Account,ShipmentStatus,ShipMethodActualDesc,ShipDate,ClearanceStatusType,ShipMethodOrgDesc,ShipMethodOrgCode,CartonCount,PieceCount
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,5
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,5
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-20 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-22 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-23 00:00:00",1,"Purolator Ground",122,0,1
USA,Chicago,IL,"Chicago (Itasca) (ORD)","Kohler - Kohler, WI (TVB)","Shipment Data Retrieved","Purolator Express","2020-04-24 00:00:00",1,"Purolator Express",121,0,1
USA,Chicago,IL,"Chicago (Itasca) (ORD)","Kohler - Kohler, WI (TVB)","Shipment Data Retrieved","Purolator Ground","2020-04-24 00:00:00",1,"Purolator Ground",122,0,1
USA,Chicago,IL,"Chicago (Itasca) (ORD)","Kohler - Kohler, WI (TVB)","Shipment Data Retrieved","Purolator Express","2020-04-27 00:00:00",1,"Purolator Express",121,0,3
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator Ground","2020-04-28 00:00:00",0,"Purolator Ground",122,0,0
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator Ground","2020-04-28 00:00:00",1,"Purolator Ground",122,0,1
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator Ground","2020-04-28 00:00:00",1,"Purolator Ground",122,0,1
USA,Chicago,IL,"Chicago (Itasca) (ORD)","Kohler - Kohler, WI (TVB)","Shipment Data Retrieved","Purolator Ground","2020-04-28 00:00:00",1,"Purolator Ground",122,0,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Union City, TN (TTW)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Union City, TN (TTW)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator LTL","2020-04-29 00:00:00",1,"Purolator LTL",6,1,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,4
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,4
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,4
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,4
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,3
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,3
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,3
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",0,"Purolator Ground",122,0,0
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Express","2020-04-29 00:00:00",1,"Purolator Express",121,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,2
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Express","2020-04-29 00:00:00",1,"Purolator Express",121,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Express","2020-04-29 00:00:00",1,"Purolator Express",121,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Express","2020-04-29 00:00:00",1,"Purolator Express",121,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Ground","2020-04-29 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Sheridan, AR (TVY)","Shipment Data Retrieved","Purolator Express","2020-04-29 00:00:00",1,"Purolator Express",121,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-30 00:00:00",1,"Purolator Ground",122,0,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Desoto, TX (TWB)","Shipment Data Retrieved","Purolator Ground","2020-04-30 00:00:00",1,"Purolator Ground",122,0,1
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,9,1
USA,Raleigh,NC,"Raleigh-Durham (RDU)","Kohler - Spartanburg, SC (TTE)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,3,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Huntsville, AL (TTV)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,25,6
USA,Memphis,TN,"Memphis (MEM)","Kohler - Union City, TN (TTW)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,4,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Union City, TN (TTW)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,Memphis,TN,"Memphis (MEM)","Kohler - Union City, TN (TTW)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,Chicago,IL,"Chicago (Itasca) (ORD)","Kohler - Kohler, WI (TVB)","Shipment Data Retrieved","Purolator Ground","2020-04-30 00:00:00",1,"Purolator Ground",122,0,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,4,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,2,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,3,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,7,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,5,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,12,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,4,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,4,1
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,7,3
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,7,3
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,7,3
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,50,4
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,50,4
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,50,4
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,50,4
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,"Los Angeles",CA,"Los Angeles (LAX)","Kohler - San Bernardino, CA (TWM)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,39,7
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,39,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,9,2
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,9,2
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",0,"Purolator LTL",6,18,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,1,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,8,1
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,10,2
USA,Harrisburg,PA,"Harrisburg (MDT)","Kohler - Carlisle, PA (TTB)","Shipment Data Retrieved","Purolator LTL","2020-04-30 00:00:00",1,"Purolator LTL",6,10,2
